UpdateDegree,DegreeType
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    SPEECH   2/15/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    VOCATIONAL HOMEMAK,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR FRENCH AND     POLITICAL SCIENCE,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GENERAL BUS    & PROVISIONAL ALL-,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GENERIC        SPEC EDU. & PROVIS,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GENERIC SPEC   EDU & PROFESSIONAL,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GEOGRAPHY AND  PHYSICAL EDU.   2/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GEOGRAPHY AND  SPEECH        JULY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GOV/HIS,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GOVERNMENT &   HISTORY    1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GOVERNMENT &   HISTORY   1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GOVERNMENT AND HISTORY     JULY 3,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR GOVERNMENT AND SOCIOLOGY   12/17/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HEALTH & PE,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HEALTH EDU. &  ENGLISH   SEPTEMBE,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HEALTH EDU. &  PHYSICAL EDU.    1,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HEALTH EDU. &  PHYSICAL EDU.   2/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HEALTH EDU. &  PHYSICAL EDU.  12/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HEALTH/P.E.,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY        AND SPEECH JUNE 8,",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY &      P.E. JANUARY 20, 1",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY & ART,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    ART    2/15/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    BIOLOGY    2/15/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    ENGLISH       JULY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    ENGLISH     AUGUST,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    ENGLISH    JULY 3,",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    ENGLISH   JANUARY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    PHYSICAL EDU.   1/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    PHYSICAL EDU.   2/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    PHYSICAL EDU. WITH,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    PHYSICAL EDUCATION,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    SOCIOLOGY       JU,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    SOCIOLOGY   1/31/8,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY AND    SPANISH   MARCH 24,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR HISTORY/P.E.,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR INDUSTRIAL ED.,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR JOURNALISM &   ENGLISH         JU,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR JOURNALISM &   ENGLISH      JULY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR JOURNALISM AND ENGLISH     JULY 3,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR LIFE EARTH     SCIENCE    1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR LIFE SCIENCE   AND PSYCHOLOGY  8/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR MATH 10/11/82,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR MATH 8/27/82,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR MATH AND       BUSINESS ADMINISTR,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR MATH, BUSINESS ADMINISTRATION",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR MATHEMATICS,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR MUSIC COMP.,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR P.E./HEALTH    EDU AUGUST 31, 198",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL       EDUCATION AND SPEE,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL ED.   AND GEOGRAPHY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU-  CATION AND HISTORY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND BIOLOGY    JUL,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND BIOLOGY  10/11,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND ENGLISH     JU,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND ENGLISH    JUL,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND HEALTH  JANUAR,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND HEALTH EDUCATI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND HISTORY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND HISTORY      J,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND HISTORY     JU,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND HISTORY   10/1,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND HISTORY   JULY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND SOCIOLOGY    2,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU.  AND SOCIOLOGY    J,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PHYSICAL EDU., JOURNALISM & DANCE",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PSYCHOLOGY &   BIOLOGY          J,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PSYCHOLOGY AND BUSINESS ADM.   2/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PSYCHOLOGY AND GENERIC SPECIAL ED,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR PSYCHOLOGY,    ENGLISH AND BUSINE",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SCIENCE,       COMPOSITE        J",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SOCIAL SCIENCE AND COMPOSITE   JU,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SOCIAL SCIENCE AND COMPOSITE, JUL",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SOCIAL STUDIES COMPOSITE    JULY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SOCIOLOGY AND  PROVISIONAL ALL-LE,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SOCIOLOGY,     BUSINESS ADMINISTR",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SPANISH/P.E.   &PROVISIONAL ALL-L,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SPEECH &       PROVISIONAL ALL-LE,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR SPEECH & ENG-  LISH       JULY 2,",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR VOC AGR,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR VOC HOMEMAKING,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR VOCATIONAL     AGRICULTURE JUNE 1,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR VOCATIONAL     HOME ECONOMICS   2,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR VOCATIONAL     HOMEMAKING   2/15/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR VOCATIONAL     HOMEMAKING EDUCATI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE IN JOURNALISM AND  ENGLISH         JU,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE IN PHYSICAL EDU. & HISTORY      AUGUS,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE PLAN I ENGLISH     PLAN II BUSINESS &,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE PLAN II/SOCIAL     STUDIES   SEPTEMBE,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD     HOMEMAKING & ENGLI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD     JOURNALISM & ENGLI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD     MATHEMATICS & BIOL,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD     SOCIAL STUDIES, HI",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD ART,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    BUSINESS AND ENGLI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    HEALTH/P.E. AND BI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    HISTORY AND SOCIOL,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    HOMEMAKING EDUCATI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    HOMEMAKING PLAN II,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    JOURNALISM, SPEECH",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    MATHEMATICS AND BU,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    PHYSICAL EDUCATION,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    PLAN I BUSINESS-AD,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE TEACHING FIELD:    SOCIAL STUDIES,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE/ENGLISH AND        BUSINESS SEPT 15,",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE/ENGLISH AND        HISTORY  SEPTEMBER,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATION FOR BIOLOGY AND  MATH         JULY,Certificate
PROVISIONAL SECONDARY TEACHER CERTIFICATE,Certificate
PROVISIONAL SECONDARY TEACHERS CERT: SOCIAL STUDIES COMPOSITE,Certificate
PROVISIONAL SECONDARY TEACHING AND DRIVER EDUCATION CERT.,Certificate
PROVISIONAL SECONDARY TEACHING AND PROVISIONAL VOCATIONAL     HOMEMAKING CERTIFI,Certificate
PROVISIONAL SECONDARY TEACHING CERT & DRIVER EDUCATION CERT.,Certificate
PROVISIONAL SECONDARY TEACHING CERT & PROVISIONAL VOCATIONAL  CERT - FEBRUARY 26,Certificate
"PROVISIONAL SECONDARY TEACHING CERT - DECEMBER 17, 1971",Certificate
"PROVISIONAL SECONDARY TEACHING CERT - JANUARY 20, 1961",Certificate
PROVISIONAL SECONDARY TEACHING CERT.,Certificate
PROVISIONAL SECONDARY TEACHING CERT.                          PROVISIONAL ELEMEN,Certificate
PROVISIONAL SECONDARY TEACHING CERT.  -  1/28/67,Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  DECEMBER 17, 1971",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  DECEMBER 21, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  JAN. 28, 1966",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  JAN. 30, 1968",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  JANUARY 22, 1960",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  JANUARY 22, 1965",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  JANUARY 4, 1974",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  JULY 14, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  JUNE 23, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  MAY 12, 1973",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  MAY 22, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT.  -  OCTOBER 24, 1967",Certificate
PROVISIONAL SECONDARY TEACHING CERT. & DRIVER EDUC. CERT.,Certificate
PROVISIONAL SECONDARY TEACHING CERT. & DRIVER EDUCATION       CERTIFICATE - MAY,Certificate
PROVISIONAL SECONDARY TEACHING CERT. & PROVISIONAL DRIVERS    ED. CERT.  -  JANU,Certificate
PROVISIONAL SECONDARY TEACHING CERT. & SCHOOL LIBRARY CERT.,Certificate
PROVISIONAL SECONDARY TEACHING CERT. & VOCATIONAL HOMEMAKING,Certificate
"PROVISIONAL SECONDARY TEACHING CERT. -  JULY 15, 1960",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. -  SEPT. 4, 1970",Certificate
PROVISIONAL SECONDARY TEACHING CERT. - 12/19/70,Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - AUG. 23, 1963",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - AUG. 23, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - AUGUST 17, 1964",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - AUGUST 21, 1966",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - AUGUST 23, 1969",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - AUGUST 27, 1973",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - FEBRUARY 28, 1973",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - JANUARY 20, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - JANUARY 22, 1965",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - JULY 24, 1968",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - JULY 27, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - JULY 3, 1974",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - JUNE 19, 1972",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - MARCH 10, 1975",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - MAY 17, 1974",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - SEPT. 9, 1970",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. - SEPTEMBER 17, 1973",Certificate
"PROVISIONAL SECONDARY TEACHING CERT. JULY 9, 1971",Certificate
PROVISIONAL SECONDARY TEACHING CERT.: BIOLOGY AND ENGLISH,Certificate
PROVISIONAL SECONDARY TEACHING CERT.: HEALTH EDUCATION AND    ENGLISH  -  MARCH,Certificate
PROVISIONAL SECONDARY TEACHING CERT.MATH OPTION 1 -06/13/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT:   BIOLOGY/CHEMISTRY,Certificate
PROVISIONAL SECONDARY TEACHING CERT:   HISTORY & GEOGRAPHY,Certificate
PROVISIONAL SECONDARY TEACHING CERT:  BASIC BUSINESS,Certificate
PROVISIONAL SECONDARY TEACHING CERT:  PSYCHOLOGY / GENERIC    SPECIAL EDUCATION,Certificate
PROVISIONAL SECONDARY TEACHING CERT: AGRICULTURE PRODUCTION,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART  -  JANUARY 23, 1996",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART  -  JULY 13, 1998",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART  -  JUNE 22, 1998",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART  -  MARCH 1, 1996",Certificate
PROVISIONAL SECONDARY TEACHING CERT: ART & ENGLISH - 2/19/97,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ART & ENGLISH - 2/5/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ART & ENGLISH - 9/26/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ART & HISTORY - 8/26/96,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART - AUGUST 3, 1998",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART - JULY 9, 1996",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART - JUNE 25, 1996",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ART - MAY 3, 1996",Certificate
PROVISIONAL SECONDARY TEACHING CERT: ART / PHYSICAL EDUCATION,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ART/ENGLISH - 2/23/95,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BASIC BUS. - FEB.19,1996",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BASIC BUS. - JAN.5,1996",Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS & GENERIC SPECIAL EDUC. - JA,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS & PHYSICL EDUCATION - MAY 3,",Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 1/23/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 1/25/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 1/29/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 1/5/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 2/17/95,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 3/16/98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 3/31/95,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 4/12/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 4/17/98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 5/11/95,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 5/16/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 6/21/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 6/25/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 7/15/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 7/3/98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 8/10/95,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 8/2/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 9/3/97,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 9/30/94,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS - 9/4/95,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS -10/13/97,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS-6/16/93,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS-MAY 24'93,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS-OCT.3,'94",Certificate
PROVISIONAL SECONDARY TEACHING CERT: BASIC BUSINESS/SPEECH,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY  -  JULY 22,1997",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY  -  MAY 12, 1993",Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY & EARTH SCIENCE,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY & HISTORY,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY & PHYSICAL EDUC.,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY - APRIL 17, 1998",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY - AUGUST 31, '95",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY - FEB. 28, 1995",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY - JAN. 20, 1998",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY - JAN. 6, 1995",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY - JUNE 19, 1998",Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY AND CHEMISTRY,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY OPTION I,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY/ENGLISH -6/29/98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY/KINESIOLOGY,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BIOLOGY/PHYSICAL EDUC.,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BUS. ADMIN. - AUG.3,1998",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: BUSINESS    OCT. 7, 1992",Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS ADMIN - 5/24/96,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS ADMIN - 6/1/98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS ADMIN/ECONOMICS,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS ADMIN/ENGLISH,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS ADMINISTRATION,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS BASIC - 6/14/94,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS BASIC/MATH,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS COMPOSITE,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS/GOVERNMENT,Certificate
PROVISIONAL SECONDARY TEACHING CERT: BUSINESS/HEALTH -6/30/95,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: CHEMISTRY - JUNE 14, '94",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: CHEMISTRY - SEPT. 30,'94",Certificate
PROVISIONAL SECONDARY TEACHING CERT: COMPOSITE SCIENCE,Certificate
PROVISIONAL SECONDARY TEACHING CERT: COMPOSITE SCIENCE AND    BIOLOGY - OCTOBER,Certificate
PROVISIONAL SECONDARY TEACHING CERT: COMPOSITE SOC. STUDIES   AND GENERIC SPECIA,Certificate
PROVISIONAL SECONDARY TEACHING CERT: COMPOSITE SOCIAL STUDIES,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: DANCE       OCT. 7, 1992",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: DANCE  -  JULY 7, 1994",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: DANCE  -  JULY 9, 1997",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: DANCE  -  SEPT. 5, 1997",Certificate
PROVISIONAL SECONDARY TEACHING CERT: DANCE & ENGLISH -3\16\98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: DANCE & HISTORY-9/17/96,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: DANCE - APRIL 10, 1998",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: DANCE - JULY 1, 1996",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: DANCE - JULY 25, 1995",Certificate
PROVISIONAL SECONDARY TEACHING CERT: DANCE/ENGLISH - 5/19/94,Certificate
PROVISIONAL SECONDARY TEACHING CERT: EARTH & SCIENCE -8/14/98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: EARTH SCIENCE - 09/30/94,Certificate
PROVISIONAL SECONDARY TEACHING CERT: EARTH SCIENCE - 6/21/96,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ECONOMICS - DEC. 1, 1994",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ECONOMICS - JUNE 21,1996",Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENG./SPANISH - 11/21/97,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH     OCT. 7, 1992",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH    OCT. 7, 1992",Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH   -   9/16/94,Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH   OCT. 7, 1992",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  FEB. 9, 1995",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  JULY 22,1997",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  JULY 9, 1997",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  JUNE 6, 1997",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  MAY 12, 1994",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  MAY 19, 1994",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  SEPT. 1,1997",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  -  SEPT. 3,1997",Certificate
"PROVISIONAL SECONDARY TEACHING CERT: ENGLISH  OCTOBER 7, 1992",Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & BASIC BUSINESS,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & BIOLOGY,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & BUSINESS,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & BUSINESS ADMIN,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & COMP. SCIENCE,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & COMPUTER INFOR,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & DANCE - 2/2/98,Certificate
PROVISIONAL SECONDARY TEACHING CERT: ENGLISH & HISTORY,Certificate
