UpdateDegree,DegreeType
AA    MASTER OF SCIENCE IN COMPUTER ENGINEERING,Associate's
AA    MASTER OF SCIENCE IN COMPUTER SCIENCE,Associate's
AA    MASTER OF SCIENCE IN ENGINEERING,Associate's
AA    MASTER OF URBAN AND REGIONAL PLANNING,Associate's
AA   ASSOCIATE OF ARTS,Associate's
AA  ACCOUNTING,Associate's
AA  ASSOCIATE IN ARTS,Associate's
AA  BIOMED PHOTOG,Associate's
AA  CIVIL ENGRG,Associate's
AA  COLLEGE PREMAJOR,Associate's
AA  COLLEGE PREMAJOR        SP,Associate's
AA  DRAFTING TECH,Associate's
AA  EARLY CHILD EDUC,Associate's
AA  ENV HORTICULTURE,Associate's
AA  ENVIRON HORT,Associate's
AA  FASHION MDSG,Associate's
AA  FASHION MERCH,Associate's
AA  GENERAL BUS MGMT,Associate's
AA  GENERAL STUDIES,Associate's
AA  GRAPHIC REPROD,Associate's
AA  GRAPHIC REPRODUC,Associate's
AA  HORTICULTURE,Associate's
AA  INTER DESIGN TEC,Associate's
AA  LAW ENFORCEMENT,Associate's
AA  MARKETING MANAGEMENT    SP,Associate's
AA  MARKETING MGMT,Associate's
AA  MEDIA TECH,Associate's
AA  MEDIA TECHNICIAN,Associate's
AA  NURSING,Associate's
AA  PROF SECRETARY,Associate's
AA  RADIOLOGIC TECH,Associate's
AA  REAL ESTATE,Associate's
AA  RECREATION LDR,Associate's
AA  RECREATION LEAD,Associate's
AA  SOCIAL SERVICES,Associate's
AA  UNIV COLL TRFR DTA,Associate's
AA & CERT FIRE COMMAND ADM/HRN,Associate's
AA - ASSOCIATE IN ARTS,Associate's
AA - CHEMICAL DEPENDENCY COUNSELING,Associate's
AA - GENERAL EDUCATION,Associate's
AA - LIBERAL ARTS,Associate's
AA - LIBERAL ARTS & SCIENCE,Associate's
AA - PRE-BAC UNDECIDED,Associate's
AA -FIELD OF STUDY,Associate's
AA A&S ARTS,Associate's
AA ACCOUNTANT               SP,Associate's
AA ACCOUNTANT               SU,Associate's
AA ACCOUNTANT               WI,Associate's
AA ACCOUNTANT   WITH HONORS WI,Associate's
AA ACCOUNTANT - WITH HONORS SP,Associate's
AA ACCOUNTIN  - WITH HONORS SP,Associate's
AA ACCOUNTING,Associate's
AA ACCOUNTING                F,Associate's
AA ACCOUNTING               FA,Associate's
AA ACCOUNTING               SP,Associate's
AA ACCOUNTING               SU,Associate's
AA ACCOUNTING               WI,Associate's
AA ACCOUNTING               WN,Associate's
AA ACCOUNTING              SPR,Associate's
AA ACCOUNTING             FALL,Associate's
AA ACCOUNTING  WITH HONORS  SP,Associate's
AA ACCOUNTING - HONORS       W,Associate's
AA ACCOUNTING - HONORS    FALL,Associate's
AA ACCOUNTING - WITH HONORS  F,Associate's
AA ACCOUNTING / HONORS,Associate's
AA ACCOUNTING / HONORS      SP,Associate's
AA ACCOUNTING / HONORS      WI,Associate's
AA ACCOUNTING / HOONORS     SP,Associate's
AA ACCOUNTING / WITH HONORS,Associate's
AA ACCOUNTING / WITH HONORS SP,Associate's
AA ACCOUNTING HONORS       SPR,Associate's
AA ACCOUNTING WITH HONORS,Associate's
AA ACCOUNTING WITH HONORS   SP,Associate's
AA ACCOUNTING WITH HONORS   WI,Associate's
AA ACCOUNTING/HONORS,Associate's
AA ACCOUNTIONG              SP,Associate's
AA AD MIN CRIMINAL JUSTICE  SU,Associate's
AA ADDICTION COUNSEL DTA W/HNR,Associate's
AA ADDICTION COUNSEL EDUC DTA,Associate's
AA ADDICTION COUNSEL EDUC DTA W/HONORS,Associate's
AA ADDICTION COUNSEL EDUC DTA WITH HONORS,Associate's
AA ADM CRIMINAL JUSTICE   FALL,Associate's
AA ADM OFF SYSTEMS MNGR/HONORS,Associate's
AA ADM OFFICE SYST MNGR/HONORS,Associate's
AA ADM OFFICE SYSTEMS,Associate's
AA ADM OFFICE SYSTEMS MANAGER,Associate's
AA ADM OFFICE SYSTS MGR/HONORS,Associate's
AA ADMIN CRIMINAL JUSTICE,Associate's
AA ADMIN CRIMINAL JUSTICE    F,Associate's
AA ADMIN CRIMINAL JUSTICE    W,Associate's
AA ADMIN CRIMINAL JUSTICE   FA,Associate's
AA ADMIN CRIMINAL JUSTICE   SP,Associate's
AA ADMIN CRIMINAL JUSTICE   SU,Associate's
AA ADMIN CRIMINAL JUSTICE   WI,Associate's
AA ADMIN CRIMINAL JUSTICE   WN,Associate's
AA ADMIN OF CRIMINAL JUSTICE,Associate's
AA ADMIN OFFICE SYSTEMS,Associate's
AA ADMIN OFFICE SYSTEMS-OFFICE,Associate's
AA ADMIN OFFICE SYSTS W/HONORS,Associate's
AA ADMINIST CRIMINAL JUSTICE,Associate's
AA ADMINISTRATIVE OFFICE SYST,Associate's
AA ADMINISTRATIVE OFFICE SYSTEMS,Associate's
AA ADMINISTRATIVE OFFICE SYSTS,Associate's
AA ADMN CRIMINAL JUSTICE   SPR,Associate's
AA AND AAS,Associate's
AA AND AAS IN MULTIMEDIA,Associate's
AA AND CERTIFICATES IN BLDG AND CONSTRUCTION AND BVUSINESS ADMINISTRATION,Associate's
AA ANIMATION & GRAPHICS,Associate's
AA ANIMATION & GRAPHICS/HONORS,Associate's
AA ANIMATION AND GRAPHICS,Associate's
AA AOS OFFICE MANAGER W/HONORS,Associate's
AA APPAREL OCCUPATION,Associate's
AA APPAREL OCCUPATION       SP,Associate's
AA APPAREL OCCUPATIONS,Associate's
AA APPAREL OCCUPATIONS      WN,Associate's
AA APPAREL OCCUPATIONS-DESIGN,Associate's
AA APPAREL OCCUPATIONS/HONORS,Associate's
AA ARTS AND SCIENCES,Associate's
AA AS EQUIVALENCY,Associate's
AA ASSOC IN GENERAL STUDIES  3,Associate's
AA ASSOCIATE IN ARTS         3,Associate's
AA ASSOCIATE IN ARTS (1.1),Associate's
AA ASSOCIATE IN ARTS AND SCIENCES,Associate's
AA ASSOCIATE OF ART,Associate's
AA BIOLOGY DTA/MRP,Associate's
AA BIOLOGY WSUV INSTIT W/HNRS,Associate's
AA BIOLOGY WSUV INSTITUTE,Associate's
AA BIOMED PHOTO / HONORS    SP,Associate's
AA BIOMEDICAL PHOTO,Associate's
AA BIOMEDICAL PHOTO        SPR,Associate's
AA BIOMEDICAL PHOTO / HONORSSP,Associate's
AA BIOMEDICAL PHOTO HONORS SPR,Associate's
AA BIOMEDICAL PHOTO/HONORS,Associate's
AA BIOMEDICAL PHOTO/HONORS  SP,Associate's
AA BIOMEDICAL PHOTO/HONORS SP,Associate's
AA BIOMEDICAL PHOTOG,Associate's
AA BIOMEDICAL PHOTOGRAPHY,Associate's
AA BIOMEDICAL PHOTOGRAPHY   FA,Associate's
AA BIOMEDICAL PHOTOGRAPHY   SP,Associate's
AA BIOMEDICAL PHOTOGRAPHY   SU,Associate's
AA BIOMEDICAL PHOTOGRAPHY   WI,Associate's
AA BIOMEDICAL PHOTOGRAPHY SP,Associate's
AA BIOMEDICAL TECH HONORS  SPR,Associate's
AA BUS ADM WSUV TRSF DTA W/HNR,Associate's
AA BUS ADMIN DTA/MRP W/HONORS,Associate's
AA BUS ADMIN WSUV TRNSFR DTA,Associate's
AA BUS ADMIN WSUV TRNSFR DTA WITH HIGHEST HONORS,Associate's
AA BUS DTA/MRP W/HIGH DISTINCT,Associate's
AA BUSINESS ADMIN,Associate's
AA BUSINESS ADMIN DTA/MRP,Associate's
AA BUSINESS ADMIN DTA/MRP WITH HIGHEST HONORS,Associate's
AA BUSINESS ADMINISTRATION,Associate's
AA BUSINESS MANAGEMENT,Associate's
AA BUSINESS TECHNOLOGY,Associate's
AA CERT,Associate's
AA CERTIF,Associate's
AA CERTIFI,Associate's
AA CERTIFICATE,Associate's
AA CIS-TECHNICAL SUPPORT,Associate's
AA CIVIL ENGIN TECH,Associate's
AA CIVIL ENGIN TECH/HONORS,Associate's
AA CIVIL ENGIN TECHNOLOGY,Associate's
AA CIVIL ENGIN TECHNOLOGY   WN,Associate's
AA CIVIL ENGINEER TECH      SP,Associate's
AA CIVIL ENGINEER TECH      WI,Associate's
AA CIVIL ENGINEERING TECH,Associate's
AA CIVIL ENGINEERING TECH   SP,Associate's
AA CIVIL ENGINEERING TECH   WI,Associate's
AA CIVIL ENGR TECH,Associate's
AA CIVIL ENGR TECHNOLOGY,Associate's
AA CIVIL ENGRG TECH,Associate's
AA CIVIL ENGRG TECH.,Associate's
AA COLL PREMAJOR - HONORS   SP,Associate's
AA COLL PREMAJOR / HONORS,Associate's
AA COLLEG PREMAJOR,Associate's
AA COLLEGE P@REMAJOR        SP,Associate's
AA COLLEGE PRAMAJOR TRACK 2 SP,Associate's
AA COLLEGE PRE MAJOR,Associate's
AA COLLEGE PREAMJOR         SP,Associate's
AA COLLEGE PREMAJOR,Associate's
AA COLLEGE PREMAJOR          F,Associate's
AA COLLEGE PREMAJOR          W,Associate's
AA COLLEGE PREMAJOR         FA,Associate's
AA COLLEGE PREMAJOR         SP,Associate's
AA COLLEGE PREMAJOR         SU,Associate's
AA COLLEGE PREMAJOR         WI,Associate's
AA COLLEGE PREMAJOR        SP,Associate's
AA COLLEGE PREMAJOR        SPR,Associate's
AA COLLEGE PREMAJOR        SU,Associate's
AA COLLEGE PREMAJOR       FALL,Associate's
AA COLLEGE PREMAJOR  FA,Associate's
AA COLLEGE PREMAJOR  SP,Associate's
AA COLLEGE PREMAJOR  SU,Associate's
AA COLLEGE PREMAJOR - HONORS F,Associate's
AA COLLEGE PREMAJOR - HONORS W,Associate's
AA COLLEGE PREMAJOR - TRACK 2,Associate's
AA COLLEGE PREMAJOR / HONORS,Associate's
AA COLLEGE PREMAJOR /HONORS,Associate's
AA COLLEGE PREMAJOR HONORS,Associate's
AA COLLEGE PREMAJOR HONORS  FA,Associate's
AA COLLEGE PREMAJOR HONORS  SP,Associate's
AA COLLEGE PREMAJOR HONORS  SU,Associate's
AA COLLEGE PREMAJOR HONORS SPR,Associate's
AA COLLEGE PREMAJOR TRACK 2,Associate's
AA COLLEGE PREMAJOR TRACK 2 FA,Associate's
AA COLLEGE PREMAJOR TRACK 2 SP,Associate's
AA COLLEGE PREMAJOR TRACK 2 SU,Associate's
AA COLLEGE PREMAJOR TRACK 2 WI,Associate's
AA COLLEGE PREMAJOR TRACK 2 WN,Associate's
AA COLLEGE PREMAJOR W/HONORS,Associate's
AA COLLEGE PREMAJOR WITH HONOR,Associate's
AA COLLEGE PREMAJOR-HONORS   F,Associate's
AA COLLEGE PREMAJOR-HONORS  FA,Associate's
AA COLLEGE PREMAJOR-HONORS  SP,Associate's
AA COLLEGE PREMAJOR/HONORS,Associate's
AA COLLEGE PREMAJOR/HONORS  FA,Associate's
AA COLLEGE PREMAJOR/HONORS  SP,Associate's
AA COLLEGE PREMAJOR/HONORS  SU,Associate's
AA COLLEGE PREMAJOR/HONORS  WI,Associate's
AA COLLEGE PREMAJOR/HONORS WI,Associate's
AA COLLEGE PREMAJOR/TRACK 2,Associate's
AA COLLEGE PREMAJOR/TRACK 2 SP,Associate's
AA COLLEGE PREMAJOR/TRACK 2 WI,Associate's
AA COLLEGE PREMAJOR/TRACK2  SP,Associate's
AA COLLEGE PREMAJOR/TRACK2  WI,Associate's
AA COLLEGE PRMAJOR          SP,Associate's
AA COLLEGEEPREMAJOR         WI,Associate's
AA COMMERCIAL PRACTICES,Associate's
AA COMPUTER INFORMATION SYSTEM,Associate's
AA COMPUTER INFORMATION TECHNOLOGY,Associate's
AA COMPUTOR INFORMATION SYSTEM,Associate's
AA CRIMINAL JUSTICE,Associate's
AA DATA PROCESS / HONORS    SP,Associate's
AA DATA PROCESS WITH HONORS,Associate's
AA DATA PROCESSING,Associate's
AA DATA PROCESSING          FA,Associate's
AA DATA PROCESSING          SP,Associate's
AA DATA PROCESSING / HONORS,Associate's
AA DATA PROCESSING / HONORS FA,Associate's
AA DATA PROCESSING / HONORS SP,Associate's
AA DATA PROCESSING / HONORS SU,Associate's
AA DATA PROCESSING WITH HONORS,Associate's
AA DATA PROCESSING/HONORS,Associate's
AA DATA PROCESSING/HONORS   FA,Associate's
AA DATA PROCESSING/HONORS   SP,Associate's
AA DATABASE ADMIN/HONORS,Associate's
AA DATABASE ADMINISTRATION,Associate's
AA DEGREE,Associate's
AA DEGREE A&S,Associate's
AA DEGREE A&S BIOLOGY,Associate's
AA DEGREE A&S CHEMISTRY,Associate's
AA DEGREE ADMIN ASSIST,Associate's
AA DEGREE B&CT,Associate's
AA DEGREE B&CT ACCTG,Associate's
AA DEGREE B&CT BANKING,Associate's
AA DEGREE B&CT EQU MGMT,Associate's
AA DEGREE B&CT MGMT,Associate's
AA DEGREE CHEM LAB TECH,Associate's
AA DEGREE CIS SPEC,Associate's
AA DEGREE CONSTR TRADES,Associate's
AA DEGREE DATA PROC,Associate's
AA DEGREE EXEC SECR,Associate's
AA DEGREE IN DRAFTING AND DRAFTING CERTIFICATE,Associate's
AA DEGREE INDUST ELECT,Associate's
AA DEGREE LAW ENF&CORR,Associate's
AA DEGREE MED LAB TECH,Associate's
AA DEGREE OFC INFO SPEC,Associate's
AA DEGREE OFFICE TECH,Associate's
AA DEGREE PROF PHOTO,Associate's
AA DEGREE PROF SECRETARY,Associate's
AA DEGREE REGIS NURSING,Associate's
AA DEGREE SECR SCIENCE,Associate's
AA DEGREE: GENERAL LIBERAL ARTS AND SCIENCES,Associate's
AA DENTAL HYGIENE,Associate's
AA DENTAL HYGIENE DTA W/HNRS,Associate's
AA DENTAL HYGIENE DTA W/HONORS,Associate's
AA DIAG ULTRA TECH / HONORS SP,Associate's
AA DIAG ULTRASOUND / HONORS SP,Associate's
AA DIAG ULTRASOUND TECH,Associate's
AA DIAG ULTRASOUND TECH     FA,Associate's
AA DIAG ULTRASOUND TECH     SP,Associate's
AA DIAG ULTRASOUND TECH    SP,Associate's
AA DIAG ULTRASOUND TECH SP,Associate's
AA DIAG ULTRASOUND TEDH     SP,Associate's
AA DIAGNOS ULTRASOUND TECH,Associate's
AA DIAGNOS ULTRASOUND TECH  SP,Associate's
AA DIAGNOS ULTRASOUND TECH SP,Associate's
AA DIAGNOS UNLTRASOUND TECH,Associate's
AA DIAGNOS UNTRASOUND TECH  SP,Associate's
AA DIAGNOSTIC ULTRA SOUND   SP,Associate's
AA DIAGNOSTIC ULTRASOUND,Associate's
AA DIAGNOSTIC ULTRASOUND    SP,Associate's
AA DIAGNOSTIC ULTRASOUND TECH,Associate's
AA DIGITAL GAMING,Associate's
AA DIGITAL MEDIA ARTS,Associate's
AA DIGITAL VIDEO,Associate's
AA DIGITAL VIDEO PRODUCTION,Associate's
AA DIGITAL VIDEO PRODUCTIONS,Associate's
AA DRAFTING TECH,Associate's
AA DRAFTING TECH / HONORS,Associate's
AA DRAFTING TECH / HONORS   FA,Associate's
AA DRAFTING TECHNOL,Associate's
AA DRAFTING TECHNOLOGY,Associate's
AA DRAFTING TECHNOLOGY      FA,Associate's
AA DRAFTING TECHNOLOGY      SP,Associate's
AA DRAFTING TECHNOLOGY      SU,Associate's
AA DRAFTING TECHNOLOGY    FALL,Associate's
AA DRAFTING TECHNOLOGY/HONORS,Associate's
AA DTA,Associate's
AA E-COMMERCE SPECIALIST,Associate's
AA EARLY CHILD EDUACTION    WI,Associate's
AA EARLY CHILD EDUC,Associate's
AA EARLY CHILD EDUC         SU,Associate's
AA EARLY CHILD EDUC / HONORS,Associate's
AA EARLY CHILD EDUC / HONORSSP,Associate's
AA EARLY CHILD EDUC HONORS,Associate's
AA EARLY CHILD EDUC WITH HONOR,Associate's
AA EARLY CHILD EDUC/HONORS,Associate's
AA EARLY CHILD EDUC/HONORS  SP,Associate's
AA EARLY CHILD EDUC/HONORS  WN,Associate's
AA EARLY CHILD EDUCATION,Associate's
AA EARLY CHILD EDUCATION    FA,Associate's
AA EARLY CHILD EDUCATION    SP,Associate's
AA EARLY CHILD EDUCATION    SU,Associate's
AA EARLY CHILD EDUCATION    WI,Associate's
AA EARLY CHILD EDUCATION SP,Associate's
AA EARLY CHILD SPEC EDUC,Associate's
AA EARLY CHILD SPEC EDUC    SP,Associate's
AA EARLY CHILD SPEC EDUC    SU,Associate's
AA EARLY CHILD SPEC EDUCATION,Associate's
AA EARLY CHILD SPECIAL EDUC,Associate's
AA EARLY CHILD SPECIAL EDUC SP,Associate's
AA EARLY CHILD SPECIAL EDUC WN,Associate's
AA EARLY CHILDHD ED        SPR,Associate's
AA EARLY CHILDHD ED HONORS SPR,Associate's
AA EARLY CHILDHD ED W/HONORS,Associate's
AA EARLY CHILDHOOD ED HONORSPR,Associate's
AA EARLY CHILDHOOD EDU/HONORS,Associate's
AA EARLY CHILDHOOD EDUC,Associate's
AA EARLY CHILDHOOD EDUC     FA,Associate's
AA EARLY CHILDHOOD EDUC     SP,Associate's
AA EARLY CHILDHOOD EDUC     SU,Associate's
AA EARLY CHILDHOOD EDUC     WI,Associate's
AA EARLY CHILDHOOD EDUC     WN,Associate's
AA EARLY CHILDHOOD EDUC    SPR,Associate's
AA EARLY CHILDHOOD EDUC   FALL,Associate's
AA EARLY CHILDHOOD EDUCATION,Associate's
AA EARLY CHILDHOOD EDUCTN,Associate's
AA EARLY CHILDHOOD SP ED/HNRS,Associate's
AA EARLY CHILDHOOD SPEC EDUC,Associate's
AA EARLY-CHILDHOOD SPECIAL ED,Associate's
AA ED ELM,Associate's
AA EDUCATION PARAPROFESSIONAL,Associate's
AA ELECTRONEURODIAG TECH,Associate's
AA ELECTRONIC TECHNOLOGY,Associate's
AA ELEM EDUC WSUV TRANSFER DTA,Associate's
AA ELEM EDUC WSUV TRANSFER DTA WITH HIGHEST HONORS,Associate's
AA ELEM EDUC WSUV TRANSFER DTA WITH HONORS,Associate's
AA ELEMENTARY EDUC DTA/MRP,Associate's
AA ELEMENTARY EDUC WSUV DTA,Associate's
AA ELEMENTARY EDUC WSUV DTA W/HONORS,Associate's
AA ELEMENTARY EDUC WSUV DTA WITH HIGHEST HONORS,Associate's
AA ELEMENTARY EDUC WSUV DTA WITH HONORS,Associate's
AA ELEMENTARY EDUCATION,Associate's
AA ENGINEERING,Associate's
AA ENGINEERING TECH        SPR,Associate's
AA ENGINEERING TECHNOLOGY    F,Associate's
AA ENGINEERING TECHNOLOGY    W,Associate's
AA ENV HORT / LAND DESIGN   SP,Associate's
AA ENV HORT / LANDS DESIGN,Associate's
AA ENV HORT / TURF MANAGE   SP,Associate's
AA ENV HORTICULTURE,Associate's
AA ENVIR HORT / LAND DESIGN SP,Associate's
AA ENVIR HORT / LAND MANAGE SP,Associate's
AA ENVIR HORT / TURF MANAGE SP,Associate's
AA ENVIR HORT LANDSC DES/HONOR,Associate's
AA ENVIR HORT LANDSCAPE DES WI,Associate's
AA ENVIR HORT/LAND/ENVI MAN SP,Associate's
AA ENVIR HORT/LAND/ENVIR MANAG,Associate's
AA ENVIR HORTICULTURE       SP,Associate's
AA ENVIRO HORT,Associate's
AA ENVIRON HORT,Associate's
AA ENVIRON HORT - LANDSCAPE,Associate's
AA ENVIRON HORT - LANDSCAPE &,Associate's
AA ENVIRON HORT/LAND DESIGN SP,Associate's
AA ENVIRON HORT/LAND DESIGN WN,Associate's
AA ENVIRON HORT/LAND MANAGE WN,Associate's
AA ENVIRON HORT/TURF MANAGE SP,Associate's
AA ENVIRON HORTICUL,Associate's
AA ENVIRON HORTICULT,Associate's
AA ENVIRON HORTICULT HONOR SPR,Associate's
AA ENVIRON HORTICULTURAL    SP,Associate's
AA ENVIRON HORTICULTURE,Associate's
AA ENVIRON HORTICULTURE     FA,Associate's
AA ENVIRON HORTICULTURE     SP,Associate's
AA ENVIRON HORTICULTURE     SU,Associate's
AA ENVIRON HORTICULTURE     WI,Associate's
AA ENVIRON HORTICULTURE    SPR,Associate's
AA ENVIRON HORTICULTURE /   SU,Associate's
AA ENVIRON HORTICULTURE SP,Associate's
AA ENVIRON HORTICUTR       SPR,Associate's
AA ENVIRON HORTICUTR HONOR SPR,Associate's
AA ENVIRON HORTICUTR/HONORS,Associate's
AA ENVIRON HORTOCUL,Associate's
AA ENVIRONMENTAL HORT,Associate's
AA ENVIRONMENTAL HORTICULT  SP,Associate's
AA ENVIRONMENTAL HORTICULT FA,Associate's
AA ENVIRONMENTAL HORTICULTURE,Associate's
AA ENVIRONMENTL HORTICULTR SPR,Associate's
AA FASH MERCH WITH HONORS   FA,Associate's
AA FASHION MDSE            SPR,Associate's
AA FASHION MDSE HONORS     SPR,Associate's
AA FASHION MDSG,Associate's
AA FASHION MERCH,Associate's
AA FASHION MERCH/HONORS,Associate's
AA FASHION MERCHAND,Associate's
AA FASHION MERCHANDISING,Associate's
AA FASHION MERCHANDISING     F,Associate's
AA FASHION MERCHANDISING     W,Associate's
AA FASHION MERCHANDISING    FA,Associate's
AA FASHION MERCHANDISING    SP,Associate's
AA FASHION MERCHANDISING    SU,Associate's
AA FASHION MERCHANDISING    WI,Associate's
AA FASHION MERCHANDISING   SPR,Associate's
AA FASHION MERCHANDISING  FALL,Associate's
AA FIRE COMM & ADMIN/HONORS,Associate's
AA FIRE COMM/ADMIN / HONORS,Associate's
AA FIRE COMMAND & ADMIN/HONORS,Associate's
AA FIRE COMMAND & ADMINIST,Associate's
AA FIRE COMMAND & ADMINISTRATN,Associate's
AA FIRE COMMAND AND ADMIN,Associate's
AA FIRE COMMAND AND ADMIN   SP,Associate's
AA FIRE COMMAND AND ADMIN   WN,Associate's
AA FIRE COMMAND/ADMINISTRATION,Associate's
AA FIRE COMMNAD AND ADMIN   SP,Associate's
AA FIRE INVEST & FIRE PREV SPE,Associate's
AA FIRE INVESTIGATION,Associate's
AA FIRE INVESTIGATION/HONORS,Associate's
AA FIRE OFFICER,Associate's
AA FIRE PREV SPECIALIST/HONORS,Associate's
AA FIRE PREVENTION SPEC/HONORS,Associate's
AA FIRE PREVENTION SPECIALIST,Associate's
AA FIRE SCIENCE,Associate's
AA FIRE SCIENCE/HONORS,Associate's
AA FOOD SERVICE MANAGEMENT  SU,Associate's
AA FOOD SERVICE MGT,Associate's
AA FOOD SERVICES,Associate's
AA GEN BUS MANAGE/WITH HONORS,Associate's
AA GEN BUSINESS MANAGE      SU,Associate's
AA GEN BUSINESS MGMT,Associate's
AA GEN EDUC PROG,Associate's
AA GEN EDUC PROGRAM,Associate's
AA GEN STUDIES,Associate's
AA GEN STUDIES SOC/NAV,Associate's
AA GENER STUDIES WITH HONOR SU,Associate's
AA GENERAL,Associate's
AA GENERAL BUS MANAGEMENT   SP,Associate's
AA GENERAL BUS MGMT,Associate's
AA GENERAL BUS MGMT/HONORS,Associate's
AA GENERAL BUS MGMT/HONORS  SP,Associate's
AA GENERAL BUSINES MANAGE   FA,Associate's
AA GENERAL BUSINESS,Associate's
AA GENERAL BUSINESS MANAGE,Associate's
AA GENERAL BUSINESS MANAGE   F,Associate's
AA GENERAL BUSINESS MANAGE   W,Associate's
AA GENERAL BUSINESS MANAGE  FA,Associate's
AA GENERAL BUSINESS MANAGE  SP,Associate's
AA GENERAL BUSINESS MANAGE  SU,Associate's
AA GENERAL BUSINESS MANAGE  WI,Associate's
AA GENERAL BUSINESS MANAGE  WN,Associate's
AA GENERAL BUSINESS MANAGEMENT,Associate's
AA GENERAL BUSINESS MGMT    SP,Associate's
AA GENERAL BUSINESS MGMT   SPR,Associate's
AA GENERAL BUSINESS MGT    SPR,Associate's
AA GENERAL EDUC PROGRAM,Associate's
AA GENERAL EDUCATION,Associate's
AA GENERAL EDUCATION PROG,Associate's
AA GENERAL SRUDIES          WN,Associate's
AA GENERAL ST HIGH HON,Associate's
AA GENERAL STUDIES,Associate's
AA GENERAL STUDIES           F,Associate's
AA GENERAL STUDIES          FA,Associate's
AA GENERAL STUDIES          SP,Associate's
AA GENERAL STUDIES          SU,Associate's
AA GENERAL STUDIES          WI,Associate's
AA GENERAL STUDIES          WN,Associate's
AA GENERAL STUDIES         SPR,Associate's
AA GENERAL STUDIES        FALL,Associate's
AA GENERAL STUDIES  SOCNAV,Associate's
AA GENERAL STUDIES - HONORS,Associate's
AA GENERAL STUDIES - HONORS SP,Associate's
AA GENERAL STUDIES / HONORS,Associate's
AA GENERAL STUDIES / HONORS FA,Associate's
AA GENERAL STUDIES / HONORS SP,Associate's
AA GENERAL STUDIES / HONORS SU,Associate's
AA GENERAL STUDIES /HONORS  SP,Associate's
AA GENERAL STUDIES SOC/NAV,Associate's
AA GENERAL STUDIES SOCNAV,Associate's
AA GENERAL STUDIES W/HONORS,Associate's
AA GENERAL STUDIES W/HONORS WI,Associate's
AA GENERAL STUDIES WITH HONORS,Associate's
AA GENERAL STUDIES-WITH HONORS,Associate's
AA GENERAL STUDIES/HIGH DISTIN,Associate's
AA GENERAL STUDIES/HONORS,Associate's
AA GENERAL STUDIES/HONORS   FA,Associate's
AA GENERAL STUDIES/HONORS   SP,Associate's
AA GENERAL STUDIES/HONORS   SU,Associate's
AA GENERAL STUDIES/HONORS   WI,Associate's
AA GENERAL STUDIES/WITH HONORS,Associate's
AA GENEREAL BUSINESS MANAGE SP,Associate's
AA GENL STUDIES,Associate's
AA GENREAL STUDIES          FA,Associate's
AA GENRL BUSINESS MNGMT/HONORS,Associate's
AA GRAPH REPROD TECH,Associate's
AA GRAPH REPROD TECH        SP,Associate's
AA GRAPH REPROD TECH/HONORS WI,Associate's
AA GRAPH REPROD TECHNICIAN,Associate's
AA GRAPH REPROD TECHNICIAN  SP,Associate's
AA GRAPH REPROD TECHNICIAN  WI,Associate's
AA GRAPHIC DESIGN,Associate's
AA GRAPHIC REPRO,Associate's
AA GRAPHIC REPRO TECH       SP,Associate's
AA GRAPHIC REPRO TECH - HONORS,Associate's
AA GRAPHIC REPRO TECH/HONORSSP,Associate's
AA GRAPHIC REPRO TECHNICIAN,Associate's
AA GRAPHIC REPRO TECHNICIAN SP,Associate's
AA GRAPHIC REPRO TECHNICIAN SU,Associate's
AA GRAPHIC REPROD / HONORS,Associate's
AA GRAPHIC REPROD TECH,Associate's
AA GRAPHIC REPROD TECH      FA,Associate's
AA GRAPHIC REPROD TECH      SP,Associate's
AA GRAPHIC REPROD TECH      WI,Associate's
AA GRAPHIC REPROD TECH      WN,Associate's
AA GRAPHIC REPROD TECH     SPR,Associate's
AA GRAPHIC REPROD TECH FA,Associate's
AA GRAPHIC REPROD TECH SP,Associate's
AA GRAPHIC REPROD TECH W/HONOR,Associate's
AA GRAPHIC REPRODUCT,Associate's
AA GRAPHIC REPRODUCT        SU,Associate's
AA GRAPHIC REPRODUCT TECH,Associate's
AA GRAPHIC REPRODUCT TECH   SP,Associate's
AA GRAPHIC REPRODUCT TECH   SU,Associate's
AA GRAPHIC REPRODUCTION     SP,Associate's
AA GRAPHIC REPRODUCTION     SU,Associate's
AA GRAPHIC REPRODUCTION TECH,Associate's
AA GRAPHIC REPRODUCTION TECH F,Associate's
AA GRAPHIC REPRODUCTN TECH SPR,Associate's
AA GRAPHIC TECHNOLOGY       SP,Associate's
AA GRAPHICS REPROD TECH     SP,Associate's
AA HEALTH INFORMATION TECHNOLOGY,Associate's
AA HUMANITIES,Associate's
AA I.T. PROGRAMMING W/HONORS,Associate's
AA I.T. TECHNICAL SUPPORT,Associate's
AA IN ACCOUNTING,Associate's
AA IN ADMINISTRATION OF JUSTICE,Associate's
AA IN ARTS AND SCIENCES,Associate's
AA IN BIBLICAL EDUCATION,Associate's
AA IN BIOLOGICAL SCIENCE,Associate's
AA IN BOOKKEEPER/ACCOUNTING CLERK,Associate's
AA IN BUSINESS ADMINISTRATION,Associate's
AA IN BUSINESS DTA/MRP,Associate's
AA IN BUSINESS DTA/MRP W/HONOR,Associate's
AA IN BUSINESS DTA/MRP W/HONRS,Associate's
AA IN EARLY CHILDHOOD EDUCATION,Associate's
AA IN FIRE COMMAND & ADMIN,Associate's
